PWY_NAME	PWY_COMMON_NAME	NUM_REACTIONS	NUM_COVERED_REACTIONS	ORF_COUNT
PWY-5123	trans, trans-farnesyl diphosphate biosynthesis	3	3	29
PWY-5120	geranylgeranyldiphosphate biosynthesis	1	1	5
PWY-5805	nonaprenyl diphosphate biosynthesis I	1	1	3
PWY-5785	di-trans,poly-cis-undecaprenyl phosphate biosynthesis	1	1	21
PWY-5783	octaprenyl diphosphate biosynthesis	1	1	7
PWY-5122	geranyl diphosphate biosynthesis	1	1	13
PWY-5807	heptaprenyl diphosphate biosynthesis	1	1	1
NONMEVIPP-PWY	methylerythritol phosphate pathway	9	9	98
P261-PWY	coenzyme M biosynthesis I	7	3	4
PWY-6643	coenzyme M biosynthesis II	6	2	63
PWY-5664	tetrahydrobiopterin biosynthesis II	4	2	26
PWY-6823	molybdenum cofactor biosynthesis	7	2	63
THIOREDOX-PWY	thioredoxin pathway	2	1	34
PWY-4181	glutathione amide metabolism	3	1	3
PWY1G-0	mycothiol biosynthesis	6	2	11
GLUT-REDOX-PWY	glutathione redox reactions II	2	1	8
GLUTATHIONESYN-PWY	glutathione biosynthesis	2	2	26
PWY-4081	glutathione redox reactions I	3	3	13
COA-PWY	coenzyme A biosynthesis	4	4	52
PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	6	6	100
PWY-5189	tetrapyrrole biosynthesis II (from glycine)	4	4	40
PWY-6987	lipoate biosynthesis and incorporation III (Bacillus)	3	2	13
PWY-6984	lipoate salvage II	4	2	5
PWY0-501	lipoate biosynthesis and incorporation I	2	2	15
PWY0-522	lipoate salvage I	2	2	5
CHLOROPHYLL-SYN	chlorophyllide a biosynthesis I	10	9	173
PWY-7159	chlorophyllide a biosynthesis III	10	9	171
PWY-5531	chlorophyllide a biosynthesis II	10	9	155
PWY-5086	chlorophyll a biosynthesis I	1	1	5
PWY-5526	bacteriochlorophyll a biosynthesis	9	1	1
HEMESYN2-PWY	heme biosynthesis from uroporphyrinogen-III II	4	3	194
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	4	4	72
PWY-5194	siroheme biosynthesis	4	3	15
PWY-5199	factor 420 polyglutamylation	2	1	4
PWY-5207	coenzyme B/coenzyme M regeneration	3	2	97
PWY-5198	factor 420 biosynthesis	5	2	3
PWY-5915	phycoerythrobilin biosynthesis	3	1	1
PWY-5917	phycocyanobilin biosynthesis	2	1	1
PWY-7170	phytochromobilin biosynthesis	3	1	1
PWY-5499	vitamin B6 degradation	9	1	4
PWY-6148	tetrahydromethanopterin biosynthesis	10	2	3
PWY-6012	acyl carrier protein metabolism	2	2	8
SAM-PWY	S-adenosyl-L-methionine biosynthesis	1	1	36
PWY-5964	guanylyl molybdenum cofactor biosynthesis	1	1	5
PWY0-1338	polymyxin resistance	6	3	7
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	8	7	116
PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-DAP-containing)	8	8	130
PWY-6733	sporopollenin precursor biosynthesis	6	2	10
PWY-6461	peptidoglycan cross-bridge biosynthesis II (E. faecium)	2	1	3
PWY-6397	mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	17	2	65
ECASYN-PWY	enterobacterial common antigen biosynthesis	9	4	91
TEICHOICACID-PWY	teichoic acid (poly-glycerol) biosynthesis	8	3	37
PWY-6075	ergosterol biosynthesis I	5	1	2
PWY-6032	cardenolide biosynthesis	5	1	2
PWY-6132	lanosterol biosynthesis	1	1	1
KDOSYN-PWY	KDO transfer to lipid IVA I	2	1	6
PWY0-1545	cardiolipin biosynthesis III	3	3	20
PWY-5668	cardiolipin biosynthesis I	3	3	20
PWY-5269	cardiolipin biosynthesis II	3	3	20
PWY-5669	phosphatidylethanolamine biosynthesis I	2	2	12
PWY-5667	CDP-diacylglycerol biosynthesis I	4	4	57
PWY0-1319	CDP-diacylglycerol biosynthesis II	4	4	57
PWY-6826	phosphatidylcholine biosynthesis VI	1	1	2
PWY-6825	phosphatidylcholine biosynthesis V	3	3	2
PWY-6349	CDP-archaeol biosynthesis	4	1	8
PWY-7039	phosphatidate metabolism, as a signaling molecule	5	2	13
PWY-6352	3-phosphoinositide biosynthesis	8	1	1
PWY-6000	gamma-linolenate biosynthesis II (animals)	2	2	73
PWY-5971	palmitate biosynthesis II (bacteria and plants)	29	25	166
PWY-5994	palmitate biosynthesis I (animals and fungi)	30	29	168
PWY-5995	linoleate biosynthesis I (plants)	3	1	71
PWY0-541	cyclopropane fatty acid (CFA) biosynthesis	1	1	18
PWY-7049	eicosapentaenoate biosynthesis II (metazoa)	5	2	76
PWY-5367	petroselinate biosynthesis	6	2	132
PWY-6951	docosahexanoate biosynthesis II	15	4	139
PWY-7053	docosahexanoate biosynthesis I	16	5	146
PWY-5353	arachidonate biosynthesis	8	3	78
PWY-5989	stearate biosynthesis II (bacteria and plants)	5	5	139
PWY3O-355	stearate biosynthesis III (fungi)	6	6	145
PWY-6282	palmitoleate biosynthesis I	9	7	134
PWY-5996	oleate biosynthesis II (animals and fungi)	2	1	12
PWY-5147	oleate biosynthesis I (plants)	2	1	2
FASYN-ELONG-PWY	fatty acid elongation -- saturated	5	4	145
PWY0-862	cis-dodecenoyl biosynthesis	6	4	102
PWY-5973	cis-vaccenate biosynthesis	5	3	156
PWYG-321	mycolate biosynthesis	188	59	196
PWY-6465	omega-hydroxylation of caprate and laurate	4	1	7
PWY-6710	poly-hydroxy fatty acids biosynthesis	11	4	1
PWY-5966	fatty acid biosynthesis initiation II	2	2	68
PWY-4381	fatty acid biosynthesis initiation I	3	3	97
PWY-5970	fatty acids biosynthesis (yeast)	1	1	27
KDO-LIPASYN-PWY	(KDO)2-lipid A biosynthesis I	2	1	4
PWYQT-4427	sulfolipid biosynthesis	2	1	7
PWY3DJ-12	ceramide biosynthesis	4	1	1
PWY-5129	sphingolipid biosynthesis (plants)	13	1	1
SPHINGOLIPID-SYN-PWY	sphingolipid biosynthesis (yeast)	8	1	1
PWY-401	glycolipid biosynthesis	4	1	1
PWY-6803	phosphatidylcholine acyl editing	4	2	78
NAGLIPASYN-PWY	lipid IVA biosynthesis	6	5	33
PWY-6129	dolichol and dolichyl phosphate biosynthesis	4	2	2
TRIGLSYN-PWY	triacylglycerol biosynthesis	6	3	38
LIPA-CORESYN-PWY	Lipid A-core biosynthesis	10	1	1
PWY0-1264	biotin-carboxyl carrier protein assembly	4	3	57
PWY-5142	acyl-ACP thioesterase pathway	1	1	1
PWY-5143	fatty acid activation	1	1	77
PWY-5148	acyl-CoA hydrolysis	1	1	7
UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	4	4	78
BSUBPOLYAMSYN-PWY	spermidine biosynthesis I	2	2	12
P541-PWY	glycine betaine biosynthesis IV (from glycine)	3	3	18
PWY-6004	glycine betaine biosynthesis V (from glycine)	3	3	18
BETSYN-PWY	glycine betaine biosynthesis I (Gram-negative bacteria)	2	2	15
CHOLINE-BETAINE-ANA-PWY	choline degradation I	2	2	15
PWY-3722	glycine betaine biosynthesis II (Gram-positive bacteria)	2	2	10
PWY-6305	putrescine biosynthesis IV	4	4	30
PWY-43	putrescine biosynthesis II	3	3	21
PWY-5514	UDP-N-acetyl-D-galactosamine biosynthesis II	7	5	70
PWY-6562	norspermidine biosynthesis	6	3	56
PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation	4	4	79
PWY0-823	arginine degradation III (arginine decarboxylase/agmatinase pathway)	2	2	22
ARGSPECAT-PWY	spermine biosynthesis	2	2	6
PWY-4121	glutathionylspermidine biosynthesis	1	1	1
PWY-6173	histamine biosynthesis	1	1	1
ASPSYNII-PWY	cyanide detoxification I	3	2	3
ASPARAGINE-BIOSYNTHESIS	asparagine biosynthesis I	1	1	56
ASPARAGINESYN-PWY	asparagine biosynthesis II	1	1	58
VALSYN-PWY	valine biosynthesis	4	4	151
SERSYN-PWY	serine biosynthesis	3	3	67
PWY-6196	serine racemization	2	2	7
PWY-6549	glutamine biosynthesis III	9	9	306
ARGININE-SYN4-PWY	arginine biosynthesis IV	6	5	97
ARGSYNBSUB-PWY	arginine biosynthesis II (acetyl cycle)	9	9	253
PWY-5154	arginine biosynthesis III	9	9	234
PWY-5041	S-adenosyl-L-methionine cycle II	4	3	80
PWY-7174	S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation II	4	2	21
PWY-6755	S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation I	6	5	19
PWY-702	methionine biosynthesis II	6	5	45
ADENOSYLHOMOCYSCAT-PWY	methionine salvage II (mammalia)	2	2	92
HOMOSER-METSYN-PWY	methionine biosynthesis I	5	5	135
CYSTSYN-PWY	cysteine biosynthesis I	2	2	47
PWY-801	homocysteine and cysteine interconversion	4	4	30
CITRULBIO-PWY	citrulline biosynthesis	8	7	349
PWY-4921	protein citrullination	1	1	2
PWY-6922	L-N<sup>delta</sup>-acetylornithine biosynthesis	6	3	27
HOMOSERSYN-PWY	homoserine biosynthesis	3	3	66
GLUTORN-PWY	ornithine biosynthesis	5	5	80
PWY-5344	homocysteine biosynthesis	2	2	12
LEUSYN-PWY	leucine biosynthesis	6	5	122
HISTSYN-PWY	histidine biosynthesis	10	9	110
PWY-3982	uracil degradation I (reductive)	3	2	8
PWY-3941	beta-alanine biosynthesis II	6	5	22
PWY-5155	beta-alanine biosynthesis III	1	1	4
TYRSYN	tyrosine biosynthesis I	3	2	30
PWY-6134	tyrosine biosynthesis IV	1	1	5
PWY-6120	tyrosine biosynthesis III	3	3	24
PWY-5101	isoleucine biosynthesis II	8	6	162
PWY-5103	isoleucine biosynthesis III	7	5	153
ILEUSYN-PWY	isoleucine biosynthesis I (from threonine)	5	5	160
HOMOSER-THRESYN-PWY	threonine biosynthesis from homoserine	2	2	45
LYSINE-AMINOAD-PWY	lysine biosynthesis IV	9	7	22
PWY-2941	lysine biosynthesis II	9	8	101
DAPLYSINESYN-PWY	lysine biosynthesis I	9	9	113
PWY-5097	lysine biosynthesis VI	7	7	113
PWY-6281	selenocysteine biosynthesis II (archaea and eukaryotes)	4	3	36
PWY0-901	selenocysteine biosynthesis I (bacteria)	3	3	40
TRPSYN-PWY	tryptophan biosynthesis	6	6	119
PWY0-1021	alanine biosynthesis III	1	1	60
ALANINE-SYN2-PWY	alanine biosynthesis II	1	1	1
ALANINE-VALINESYN-PWY	alanine biosynthesis I	3	3	61
GLUTSYN-PWY	glutamate biosynthesis I	1	1	59
PWY-4341	glutamate biosynthesis V	1	1	58
GLUTSYNIII-PWY	glutamate biosynthesis III	1	1	97
GLUTAMATE-SYN2-PWY	glutamate biosynthesis II	1	1	16
GLUGLNSYN-PWY	glutamate biosynthesis IV	1	1	12
GLUTDEG-PWY	glutamate degradation II	2	2	65
PWY-4981	proline biosynthesis II (from arginine)	6	4	48
ARG-PRO-PWY	arginine degradation VI (arginase 2 pathway)	4	3	26
PROSYN-PWY	proline biosynthesis I	4	3	45
GLYSYN-PWY	glycine biosynthesis I	1	1	32
GLYSYN-ALA-PWY	glycine biosynthesis III	1	1	7
GLYSYN-THR-PWY	glycine biosynthesis IV	1	1	15
PWY-5905	hypusine biosynthesis	2	1	8
PWY-6700	queuosine biosynthesis	4	3	30
PWY0-1479	tRNA processing	10	10	71
PWY-6124	inosine-5'-phosphate biosynthesis II	5	5	98
PWY-6123	inosine-5'-phosphate biosynthesis I	6	6	86
PWY-6125	guanosine nucleotides de novo biosynthesis	9	8	192
PWY-6126	adenosine nucleotides de novo biosynthesis	8	8	347
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	5	5	127
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	5	5	133
PWY-6620	guanine and guanosine salvage I	2	2	14
PWY-6609	adenine and adenosine salvage III	4	3	27
PWY-6610	adenine and adenosine salvage IV	3	3	26
P121-PWY	adenine and adenosine salvage I	2	2	17
PWY-6619	adenine and adenosine salvage VI	1	1	7
SALVPURINE2-PWY	xanthine and xanthosine salvage	2	2	15
PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	7	7	83
PWY-5686	UMP biosynthesis	6	6	204
PWY-7176	UTP and CTP de novo biosynthesis	3	3	82
PWY-7199	pyrimidine deoxyribonucleosides salvage	5	4	19
PWY-7183	pyrimidine nucleobases salvage I	1	1	14
PWY-7205	CMP phosphorylation	2	2	17
PWY-7193	pyrimidine ribonucleosides salvage I	3	3	18
PWY-6556	pyrimidine ribonucleosides salvage II	2	2	5
PWY-7195	pyrimidine ribonucleosides salvage III	2	2	8
PWY-4983	citrulline-nitric oxide cycle	3	3	56
PWY-6405	Rapoport-Luebering glycolytic shunt	3	2	6
PPGPPMET-PWY	ppGpp biosynthesis	6	6	35
PWY-5921	L-glutamine biosynthesis II (tRNA-dependent)	2	1	60
PWY490-4	asparagine biosynthesis III (tRNA-dependent)	3	2	33
ETHYL-PWY	ethylene biosynthesis I (plants)	3	2	37
PWY-6854	ethylene biosynthesis III (microbes)	6	3	29
PWY-2781	cis-zeatin biosynthesis	5	1	19
PWY-6303	methyl indole-3-acetate interconversion	2	1	11
PWY-581	indole-3-acetate biosynthesis II	14	4	40
TRPIAACAT-PWY	tryptophan degradation VII (via indole-3-pyruvate)	3	1	1
PWY-699	brassinosteroid biosynthesis I	22	1	2
PWY-2582	brassinosteroid biosynthesis II	21	1	2
PWY66-375	leukotriene biosynthesis	6	2	37
PWY-6030	serotonin and melatonin biosynthesis	4	1	4
PWY66-381	glucocorticoid biosynthesis	5	1	2
PWY66-382	mineralocorticoid biosynthesis	6	1	2
PWY66-380	estrogen biosynthesis	8	6	4
PWY66-378	androgen biosynthesis	6	1	2
PWY-7106	erythromycin D biosynthesis	4	1	18
PWY-6324	rebeccamycin biosynthesis	6	1	2
PWY-5629	isopenicillin N biosynthesis	2	1	1
PWY-5940	streptomycin biosynthesis	19	6	47
PWY-6322	phosphinothricin tripeptide biosynthesis	19	1	1
PWY-6682	dehydrophos biosynthesis	10	1	1
PWY1A0-6325	actinorhodin biosynthesis	12	2	44
PWY-5630	penicillin K biosynthesis	1	1	1
PWY-2301	myo-inositol biosynthesis	2	2	22
PWY-6363	D-myo-inositol (1,4,5)-trisphosphate degradation	3	2	11
PWY-6351	D-myo-inositol (1,4,5)-trisphosphate biosynthesis	5	1	1
PWY-5133	cohumulone biosynthesis	4	1	3
PWY-5808	hyperforin and adhyperforin biosynthesis	6	1	3
PWY-5132	humulone biosynthesis	4	2	3
PWY-6627	salinosporamide A biosynthesis	15	2	29
PWY-5810	usnate biosynthesis	4	1	2
PWY-6316	aromatic polyketides biosynthesis	2	1	3
PWY-735	jasmonic acid biosynthesis	19	13	95
PWY-6326	camptothecin biosynthesis	7	2	6
PWY-5318	calystegine biosynthesis	6	1	1
PWY-6133	(S)-reticuline biosynthesis II	7	2	5
PWY-3581	(S)-reticuline biosynthesis I	11	2	5
PWY-5287	sanguinarine and macarpine biosynthesis	15	1	7
PWY-5472	bisbenzylisoquinoline alkaloid biosynthesis	2	1	1
PWY-5403	betaxanthin biosynthesis (via dopamine)	2	1	4
PWY-5710	capsaicin biosynthesis	6	3	9
PWY-5	canavanine biosynthesis	4	2	51
PWY-5290	secologanin and strictosidine biosynthesis	15	2	21
PWY-6098	diploterol and cycloartenol biosynthesis	4	1	9
PWY-7072	hopanoid biosynthesis (bacteria)	11	1	9
PWY-6767	4,4'-diapolycopenedioate biosynthesis	9	5	4
PWY-6575	juvenile hormone III biosynthesis I	6	1	44
PWY-6650	juvenile hormone III biosynthesis II	5	1	44
PWY-695	abscisic acid biosynthesis	5	1	1
PWY-6681	neurosporaxanthin biosynthesis	7	1	13
PWY-5947	lutein biosynthesis	3	1	1
PWY-6287	neurosporene biosynthesis	5	4	12
PWY-5288	astaxanthin biosynthesis	10	1	1
PWY-5928	(4R)-carvone biosynthesis	3	1	13
PWY-6436	perillyl alcohol biosynthesis	5	1	13
PWY-922	mevalonate pathway I	7	6	64
PWY-6010	apigenin glycosides biosynthesis	5	1	1
PWY-6239	luteolin glycosides biosynthesis	6	1	1
PWY-5135	xanthohumol biosynthesis	4	2	13
PWY-5152	leucodelphinidin biosynthesis	5	1	4
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	4	2	4
PWY-6401	hispidol biosynthesis	5	2	3
PWY-2464	maackiain biosynthesis	6	1	1
PWY-2463	medicarpin biosynthesis	4	1	1
PWY-6787	flavonoid biosynthesis (in equisetum)	10	1	3
PWY1F-FLAVSYN	flavonoid biosynthesis	5	2	13
PWY-5791	1,4-dihydroxy-2-naphthoate biosynthesis II (plants)	7	5	24
PWY-5168	ferulate and sinapate biosynthesis	4	1	3
PWY-361	phenylpropanoid biosynthesis	15	2	17
PWY-5176	coumarin biosynthesis (via 2-coumarate)	5	1	57
PWY-6763	salicortin biosynthesis	11	1	11
PWY-6406	salicylate biosynthesis I	2	1	2
PWY-5665	vanilla biosynthesis	3	1	2
PWY-6802	salidroside biosynthesis	4	2	40
PWY-5826	hypoglycin biosynthesis	12	2	33
PWY-6831	pyrrolnitrin biosynthesis	4	1	2
PWY-5935	tuberculosinol biosynthesis	2	1	1
PWY-6795	diacylglyceryl-N,N,N-trimethylhomoserine biosynthesis	2	1	7
PWY-6644	fluoroacetate and fluorothreonine biosynthesis	6	1	36
PWY-6054	dimethylsulfoniopropionate biosynthesis I (Wollastonia)	3	1	16
PWY-6055	dimethylsulfoniopropionate biosynthesis II (Spartina)	4	1	16
PWY-6686	mannosylglucosylglycerate biosynthesis I	3	1	1
PWY-5656	mannosylglycerate biosynthesis I	2	2	2
PWY-7054	N-acetylglutaminylglutamine amide biosynthesis	2	1	26
PWY0-662	PRPP biosynthesis I	1	1	27
PWY-6154	autoinducer AI-2 biosynthesis II (Vibrio)	6	1	2
PWY-5109	2-methylbutyrate biosynthesis	5	4	78
PWY0-1534	hydrogen sulfide biosynthesis	2	1	4
PWY-5670	epoxysqualene biosynthesis	3	2	3
PWY-6936	seleno-amino acid biosynthesis	5	4	77
PWY-6840	homoglutathione biosynthesis	2	1	6
PWY-7052	cyanophycin metabolism	5	2	2
PWY1-3	polyhydroxybutyrate biosynthesis	3	2	41
PWY-6622	heptadecane biosynthesis	4	1	2
PWY-7032	alkane biosynthesis I	4	1	2
PWY-7035	(Z)-9-tricosene biosynthesis	3	1	71
PWY-6116	mannosylfructose biosynthesis	2	1	1
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	dolichyl-diphosphooligosaccharide biosynthesis	15	3	43
PWY-6558	heparan sulfate biosynthesis (late stages)	12	1	1
PWY-5067	glycogen biosynthesis II (from UDP-D-Glucose)	5	3	54
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	3	3	89
PWY-622	starch biosynthesis	6	6	131
PWY-2622	trehalose biosynthesis IV	1	1	40
PWY-5983	trehalose biosynthesis VI	1	1	6
TRESYN-PWY	trehalose biosynthesis I	2	2	24
PWY-2661	trehalose biosynthesis V	3	3	36
PWY-5530	sorbitol biosynthesis II	3	3	22
PWY-5659	GDP-mannose biosynthesis	4	4	95
PWY-6138	CMP-N-acetylneuraminate biosynthesis I (eukaryotes)	5	3	8
PWY-6139	CMP-N-acetylneuraminate biosynthesis II (bacteria)	3	3	16
PWY-6143	CMP-pseudaminate biosynthesis	6	1	2
DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	4	4	91
GDPRHAMSYN-PWY	GDP-D-rhamnose biosynthesis	2	2	25
PWY-5834	CDP-tyvelose biosynthesis	2	1	10
PWY-6	GDP-L-fucose biosynthesis II (from L-fucose)	2	1	3
PWY-6478	GDP-D-glycero-alpha-D-manno-heptose biosynthesis	4	2	4
PWY0-1241	ADP-L-glycero-beta-D-manno-heptose biosynthesis	5	3	27
PWY-3821	galactose degradation III	6	5	125
PWY-1269	CMP-KDO biosynthesis I	4	4	43
PWY-4821	UDP-D-xylose and UDP-D-glucuronate biosynthesis	2	2	60
PWY-66	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	2	2	36
PWY-4861	UDP-D-galacturonate biosynthesis I (from UDP-D-glucuronate)	1	1	6
PWY-63	UDP-L-arabinose biosynthesis I (from UDP-xylose)	1	1	3
PWY-5833	CDP-3,6-dideoxyhexose biosynthesis	3	3	8
PWY-5739	GDP-alpha-D-perosamine biosynthesis	2	2	26
PWY66-399	gluconeogenesis III	13	12	266
GLUCONEO-PWY	gluconeogenesis I	13	13	317
CALVIN-PWY	Calvin-Benson-Bassham cycle	13	11	185
PWY-6724	starch degradation II	9	2	34
PWY-862	fructan degradation	3	1	1
PWY-842	starch degradation I	10	8	140
PWY-1001	cellulose biosynthesis	1	1	4
SUCSYN-PWY	sucrose biosynthesis	10	10	154
GLYCOCAT-PWY	glycogen degradation I	7	7	143
PWY-6333	acetaldehyde biosynthesis I	2	1	48
PWY-5782	2-keto-L-gulonate biosynthesis	4	2	3
PWY-1121	suberin monomers biosynthesis	15	2	17
PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	8	7	109
PWY-7206	pyrimidine deoxyribonucleotides dephosphorylation	3	2	24
PWY-6805	cellulose degradation I (cellulosome)	8	2	33
LIPASYN-PWY	phospholipases	5	2	6
PWY-6603	dicranin biosynthesis	4	1	4
PWY-6502	oxidized GTP and dGTP detoxification	4	1	8
PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	9	9	127
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	4	4	32
TRNA-CHARGING-PWY	tRNA charging	20	20	690
PWY-6545	pyrimidine deoxyribonucleotides de novo biosynthesis III	9	9	126
