PWY_NAME	PWY_COMMON_NAME	NUM_REACTIONS	NUM_COVERED_REACTIONS	ORF_COUNT
PWY-5844	menaquinol-9 biosynthesis	1	1	37
MENAQUINONESYN-PWY	menaquinol-8 biosynthesis	1	1	47
PWY-5892	menaquinol-12 biosynthesis	2	2	54
PWY-5891	menaquinol-11 biosynthesis	2	2	54
PWY-5895	menaquinol-13 biosynthesis	2	2	54
PWY-5890	menaquinol-10 biosynthesis	2	1	54
PWY-5839	menaquinol-7 biosynthesis	2	1	55
PWY-6708	ubiquinol-8 biosynthesis (prokaryotic)	8	8	119
PWY-5873	ubiquinol-7 biosynthesis (eukaryotic)	8	1	24
PWY-5872	ubiquinol-10 biosynthesis (eukaryotic)	8	1	24
PWY3O-19	ubiquinol-6 biosynthesis (eukaryotic)	8	2	19
PWY-5871	ubiquinol-9 biosynthesis (eukaryotic)	8	1	24
PWY-5870	ubiquinol-8 biosynthesis (eukaryotic)	9	6	80
PWY-6978	plastoquinol-9 biosynthesis II	3	1	12
PWY-5837	1,4-dihydroxy-2-naphthoate biosynthesis I	7	6	80
PWY-6857	retinol biosynthesis	7	4	56
PWY-6268	adenosylcobalamin salvage from cobalamin	1	1	22
PWY-5523	5,6-dimethylbenzimidazole biosynthesis	3	3	42
PWY-5508	adenosylcobalamin biosynthesis from cobyrinate a,c-diamide II	9	9	71
PWY-5509	adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I	8	8	68
PWY-6578	7-keto-8-aminopelargonate biosynthesis III	2	2	61
PWY-6519	7-keto-8-aminopelargonate biosynthesis I	11	7	450
PWY0-1507	biotin biosynthesis from 7-keto-8-aminopelargonate	3	3	44
PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I	8	7	168
PWY-7204	vitamin B6 salvage (plants)	9	9	43
PWY3DJ-35471	L-ascorbate biosynthesis IV	7	4	129
PWY-5521	L-ascorbate biosynthesis III	4	2	15
PWY-882	L-ascorbate biosynthesis I (L-galactose pathway)	8	4	152
PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	5	3	74
PWY-6797	6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (archaea)	7	3	29
PWY-2161	folate polyglutamylation	5	5	134
PWY-6613	tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate	2	2	44
PWY-6614	tetrahydrofolate biosynthesis	3	3	69
PWY-6543	4-aminobenzoate biosynthesis	2	2	62
1CMET2-PWY	formylTHF biosynthesis I	12	12	463
PWY-2201	folate transformations I	12	10	395
PANTO-PWY	phosphopantothenate biosynthesis I	4	4	107
PWY-6654	phosphopantothenate biosynthesis III	4	4	54
PWY-6898	thiamin salvage III	1	1	4
PWY-6910	hydroxymethylpyrimidine salvage	2	2	16
PWY-6896	thiamin salvage I	2	1	20
PWY-6899	base-degraded thiamin salvage	2	1	6
PWY-6894	thiamin diphosphate biosynthesis I (E. coli)	2	2	69
PWY-6893	thiamin diphosphate biosynthesis II (Bacillus)	2	2	69
PWY-6907	thiamin diphosphate biosynthesis III (Staphylococcus)	3	3	71
PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	3	3	71
PWY-6890	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis	2	2	4
PWY-6892	thiazole biosynthesis I (E. coli)	6	2	193
PWY-6891	thiazole biosynthesis II (Bacillus)	7	3	195
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	9	7	161
PWY-6168	flavin biosynthesis III (fungi)	9	6	141
PWY-6167	flavin biosynthesis II (archaea)	10	6	111
PWY-1422	vitamin E biosynthesis	7	3	13
PWY-5123	trans, trans-farnesyl diphosphate biosynthesis	3	3	63
PWY-5120	geranylgeranyldiphosphate biosynthesis	1	1	14
PWY-5807	heptaprenyl diphosphate biosynthesis	1	1	4
PWY-5783	octaprenyl diphosphate biosynthesis	1	1	13
PWY-5122	geranyl diphosphate biosynthesis	1	1	29
PWY-5785	di-trans,poly-cis-undecaprenyl phosphate biosynthesis	1	1	52
NONMEVIPP-PWY	methylerythritol phosphate pathway	9	9	273
PWY-5805	nonaprenyl diphosphate biosynthesis I	1	1	6
P261-PWY	coenzyme M biosynthesis I	7	3	16
PWY-6643	coenzyme M biosynthesis II	6	3	112
PWY-5664	tetrahydrobiopterin biosynthesis II	4	2	80
PWY-6823	molybdenum cofactor biosynthesis	7	5	153
GLUTATHIONESYN-PWY	glutathione biosynthesis	2	2	100
GLUT-REDOX-PWY	glutathione redox reactions II	2	1	26
THIOREDOX-PWY	thioredoxin pathway	2	1	91
PWY-4081	glutathione redox reactions I	3	2	35
PWY-4181	glutathione amide metabolism	3	1	5
PWY1G-0	mycothiol biosynthesis	6	4	31
P2-PWY	2'-(5'-phosphoribosyl)-3'-dephospho-CoA biosynthesis I (citrate lyase)	2	1	1
COA-PWY	coenzyme A biosynthesis	4	4	87
PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	6	6	249
PWY-5189	tetrapyrrole biosynthesis II (from glycine)	4	4	92
PWY0-501	lipoate biosynthesis and incorporation I	2	2	56
PWY0-522	lipoate salvage I	2	2	6
PWY-6987	lipoate biosynthesis and incorporation III (Bacillus)	3	2	55
PWY-6984	lipoate salvage II	4	2	6
CHLOROPHYLL-SYN	chlorophyllide a biosynthesis I	10	10	293
PWY-7159	chlorophyllide a biosynthesis III	10	10	294
PWY-5531	chlorophyllide a biosynthesis II	10	10	284
PWY-5086	chlorophyll a biosynthesis I	1	1	5
PWY-5526	bacteriochlorophyll a biosynthesis	9	1	1
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	4	4	144
HEMESYN2-PWY	heme biosynthesis from uroporphyrinogen-III II	4	3	337
PWY-5194	siroheme biosynthesis	4	4	30
PWY-6012	acyl carrier protein metabolism	2	2	24
PWY-5917	phycocyanobilin biosynthesis	2	2	6
SAM-PWY	S-adenosyl-L-methionine biosynthesis	1	1	80
PWY-5964	guanylyl molybdenum cofactor biosynthesis	1	1	14
PWY-5963	thio-molybdenum cofactor biosynthesis	1	1	2
PWY-6476	cytidylyl molybdenum cofactor biosynthesis	1	1	1
PWY-5207	coenzyme B/coenzyme M regeneration	3	2	89
PWY-5199	factor 420 polyglutamylation	2	1	3
PWY-5198	factor 420 biosynthesis	5	3	24
PWY-5499	vitamin B6 degradation	9	1	11
PWY0-1338	polymyxin resistance	6	3	21
PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-DAP-containing)	8	8	302
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	8	7	260
PWY-6733	sporopollenin precursor biosynthesis	6	2	23
PWY-6461	peptidoglycan cross-bridge biosynthesis II (E. faecium)	2	1	6
PWY-6397	mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	17	2	164
TEICHOICACID-PWY	teichoic acid (poly-glycerol) biosynthesis	8	5	75
ECASYN-PWY	enterobacterial common antigen biosynthesis	9	5	207
PWY-5912	2'-deoxymugineic acid phytosiderophore biosynthesis	4	2	81
PWY-3385	choline biosynthesis I	6	1	1
PWY-6075	ergosterol biosynthesis I	5	1	3
PWY-6032	cardenolide biosynthesis	5	1	15
PWY-6074	zymosterol biosynthesis	12	2	6
KDOSYN-PWY	KDO transfer to lipid IVA I	2	1	19
PWY0-1545	cardiolipin biosynthesis III	3	3	57
PWY-5668	cardiolipin biosynthesis I	3	3	57
PWY-5269	cardiolipin biosynthesis II	3	3	57
PWY-5669	phosphatidylethanolamine biosynthesis I	2	2	50
PWY4FS-6	phosphatidylethanolamine biosynthesis II	3	1	1
PWY0-1319	CDP-diacylglycerol biosynthesis II	4	4	137
PWY-5667	CDP-diacylglycerol biosynthesis I	4	4	137
PWY-6826	phosphatidylcholine biosynthesis VI	1	1	2
PWY-6825	phosphatidylcholine biosynthesis V	3	3	6
PWY3O-450	phosphatidylcholine biosynthesis I	3	1	2
PWY-7039	phosphatidate metabolism, as a signaling molecule	5	3	30
PWY-6349	CDP-archaeol biosynthesis	4	3	16
PWY-6352	3-phosphoinositide biosynthesis	8	2	2
PWY-6000	gamma-linolenate biosynthesis II (animals)	2	2	203
PWY-5971	palmitate biosynthesis II (bacteria and plants)	29	24	445
PWY-5994	palmitate biosynthesis I (animals and fungi)	30	29	469
PWY-5995	linoleate biosynthesis I (plants)	3	1	198
PWY0-541	cyclopropane fatty acid (CFA) biosynthesis	1	1	42
PWY-7049	eicosapentaenoate biosynthesis II (metazoa)	5	2	207
PWY-5367	petroselinate biosynthesis	6	1	366
PWY-6951	docosahexanoate biosynthesis II	15	4	364
PWY-5353	arachidonate biosynthesis	8	3	212
PWY-7053	docosahexanoate biosynthesis I	16	5	378
PWY3O-355	stearate biosynthesis III (fungi)	6	6	397
PWY-5989	stearate biosynthesis II (bacteria and plants)	5	4	383
PWY-6282	palmitoleate biosynthesis I	9	6	369
PWY-5996	oleate biosynthesis II (animals and fungi)	2	1	41
PWY-5147	oleate biosynthesis I (plants)	2	1	1
PWY-5966	fatty acid biosynthesis initiation II	2	2	208
PWY-4381	fatty acid biosynthesis initiation I	3	3	223
PWY-5970	fatty acids biosynthesis (yeast)	1	1	75
FASYN-ELONG-PWY	fatty acid elongation -- saturated	5	4	394
PWY0-862	dodecenoyl biosynthesis	6	4	255
PWY-5973	vaccenate biosynthesis	5	2	430
PWYG-321	mycolate biosynthesis	188	59	540
PWY-6465	omega-hydroxylation of caprate and laurate	4	1	20
PWY-6710	poly-hydroxy fatty acids biosynthesis	11	4	5
PWY0-1264	biotin-carboxyl carrier protein assembly	4	3	150
PWY-5143	fatty acid activation	1	1	216
PWY-5148	acyl-CoA hydrolysis	1	1	20
NAGLIPASYN-PWY	lipid IVA biosynthesis	6	6	103
PWY-5884	wax esters biosynthesis I	2	2	2
KDO-LIPASYN-PWY	lipid A biosynthesis I	2	1	6
PWYQT-4427	sulfolipid biosynthesis	2	1	23
PWY-5129	sphingolipid biosynthesis (plants)	13	2	2
PWY-401	glycolipid biosynthesis	4	1	1
TRIGLSYN-PWY	triacylglycerol biosynthesis	6	3	88
PWY-282	cuticular wax biosynthesis	6	1	1
PWY-5885	wax esters biosynthesis II	4	2	217
PWY-6803	phosphatidylcholine acyl editing	4	2	222
LIPA-CORESYN-PWY	Lipid A-core biosynthesis	10	2	4
UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	4	4	187
BSUBPOLYAMSYN-PWY	spermidine biosynthesis I	2	2	47
BETSYN-PWY	glycine betaine biosynthesis I (Gram-negative bacteria)	2	2	72
CHOLINE-BETAINE-ANA-PWY	choline degradation I	2	2	72
PWY-6004	glycine betaine biosynthesis V (from glycine)	3	3	32
PWY-3722	glycine betaine biosynthesis II (Gram-positive bacteria)	2	2	34
P541-PWY	glycine betaine biosynthesis IV (from glycine)	3	3	32
PWY-6305	putrescine biosynthesis IV	4	4	81
PWY-43	putrescine biosynthesis II	3	3	60
PWY-5514	UDP-N-acetyl-D-galactosamine biosynthesis II	7	5	145
PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation	4	4	213
PWY0-823	arginine degradation III (arginine decarboxylase/agmatinase pathway)	2	2	63
P101-PWY	ectoine biosynthesis	5	5	150
PWY-4121	glutathionylspermidine biosynthesis	1	1	2
ARGSPECAT-PWY	spermine biosynthesis	2	2	18
PWY-6562	norspermidine biosynthesis	6	5	147
ASPARAGINE-BIOSYNTHESIS	asparagine biosynthesis I	1	1	146
ASPARAGINESYN-PWY	asparagine biosynthesis II	1	1	151
ASPSYNII-PWY	cyanide detoxification I	3	2	3
VALSYN-PWY	valine biosynthesis	4	4	356
SERSYN-PWY	serine biosynthesis	3	3	173
PWY-6196	serine racemization	2	2	19
PWY-6549	glutamine biosynthesis III	9	9	843
ARGSYNBSUB-PWY	arginine biosynthesis II (acetyl cycle)	9	9	561
PWY-5154	arginine biosynthesis III	9	9	545
ARGININE-SYN4-PWY	arginine biosynthesis IV	6	5	217
PWY-5041	adenosyl-L-methionine cycle II	4	3	200
PWY-7174	methyl-5-thio-alpha-D-ribose 1-phosphate degradation II	4	2	44
PWY-6755	methyl-5-thio-&alpha-D-ribose 1-phosphate degradation I	6	3	32
HOMOSER-METSYN-PWY	methionine biosynthesis I	5	5	307
ADENOSYLHOMOCYSCAT-PWY	methionine salvage II (mammalia)	2	2	175
PWY-702	methionine biosynthesis II	6	6	129
CYSTSYN-PWY	cysteine biosynthesis I	2	2	144
PWY-801	homocysteine and cysteine interconversion	4	4	81
PHESYN	phenylalanine biosynthesis I	3	3	71
CITRULBIO-PWY	citrulline biosynthesis	8	7	855
PWY-4921	protein citrullination	1	1	7
GLUTORN-PWY	ornithine biosynthesis	5	5	225
HOMOSERSYN-PWY	homoserine biosynthesis	3	3	184
PWY-5344	homocysteine biosynthesis	2	2	61
PWY-5331	taurine biosynthesis	3	1	1
PWY-6922	L-N-delta-acetylornithine biosynthesis	6	3	66
LEUSYN-PWY	leucine biosynthesis	6	5	352
HISTSYN-PWY	histidine biosynthesis	10	10	245
PWY-5155	beta-alanine biosynthesis III	1	1	14
PWY-3982	uracil degradation I (reductive)	3	2	26
PWY-3941	beta-alanine biosynthesis II	6	5	52
PWY-6134	tyrosine biosynthesis IV	1	1	7
TYRSYN	tyrosine biosynthesis I	3	3	68
PWY-6120	tyrosine biosynthesis III	3	3	52
ILEUSYN-PWY	isoleucine biosynthesis I (from threonine)	5	5	409
PWY-5103	isoleucine biosynthesis III	7	5	356
PWY-5101	isoleucine biosynthesis II	8	7	376
HOMOSER-THRESYN-PWY	threonine biosynthesis from homoserine	2	2	97
DAPLYSINESYN-PWY	lysine biosynthesis I	9	9	305
PWY-5097	lysine biosynthesis VI	7	7	284
LYSINE-AMINOAD-PWY	lysine biosynthesis IV	9	7	51
PWY-2941	lysine biosynthesis II	9	8	256
PWY0-901	selenocysteine biosynthesis I (bacteria)	3	3	105
TRPSYN-PWY	tryptophan biosynthesis	6	6	292
ALANINE-VALINESYN-PWY	alanine biosynthesis I	3	3	161
PWY0-1021	alanine biosynthesis III	1	1	143
GLUTSYN-PWY	glutamate biosynthesis I	1	1	123
PWY-4341	glutamate biosynthesis V	1	1	143
GLUTSYNIII-PWY	glutamate biosynthesis III	1	1	218
GLUTAMATE-SYN2-PWY	glutamate biosynthesis II	1	1	38
GLUGLNSYN-PWY	glutamate biosynthesis IV	1	1	25
GLUTDEG-PWY	glutamate degradation II	2	2	112
PROSYN-PWY	proline biosynthesis I	4	3	150
ARG-PRO-PWY	arginine degradation VI (arginase 2 pathway)	4	3	69
PWY-4281	proline biosynthesis IV	3	1	3
PWY-4981	proline biosynthesis II (from arginine)	6	4	136
GLYSYN-PWY	glycine biosynthesis I	1	1	61
GLYSYN-ALA-PWY	glycine biosynthesis III	1	1	24
GLYSYN-THR-PWY	glycine biosynthesis IV	1	1	31
GLYCINE-SYN2-PWY	glycine biosynthesis II	1	1	1
PWY-5905	hypusine biosynthesis	2	1	21
PWY-6482	diphthamide biosynthesis	5	4	9
PWY0-1479	tRNA processing	10	10	231
PWY-6700	queuosine biosynthesis	4	3	62
PWY-6689	tRNA splicing	5	2	6
PWY-6124	inosine-5'-phosphate biosynthesis II	5	5	224
PWY-6123	inosine-5'-phosphate biosynthesis I	6	6	202
PWY-6126	adenosine nucleotides de novo biosynthesis	8	8	891
PWY-6125	guanosine nucleotides de novo biosynthesis	9	6	517
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	5	5	297
PWY-6620	guanine and guanosine salvage I	2	2	34
PWY-6619	adenine and adenosine salvage VI	1	1	21
P121-PWY	adenine and adenosine salvage I	2	2	37
PWY-6610	adenine and adenosine salvage IV	3	3	62
PWY-6609	adenine and adenosine salvage III	4	3	56
SALVPURINE2-PWY	xanthine and xanthosine salvage	2	2	17
PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	7	6	196
PWY-7176	UTP and CTP de novo biosynthesis	3	3	149
PWY-5686	UMP biosynthesis	6	6	446
PWY-7183	pyrimidine nucleobases salvage I	1	1	32
PWY-7205	CMP phosphorylation	2	2	31
PWY-7193	pyrimidine ribonucleosides salvage I	3	3	30
PWY-6556	pyrimidine ribonucleosides salvage II	2	2	17
PWY-7195	pyrimidine ribonucleosides salvage III	2	2	24
PWY-7199	pyrimidine deoxyribonucleosides salvage	5	4	59
PWY-4983	citrulline-nitric oxide cycle	3	3	116
PPGPPMET-PWY	ppGpp biosynthesis	6	5	119
PWY-6100	L-carnitine biosynthesis	4	2	3
PWY-6405	Rapoport-Luebering glycolytic shunt	3	2	8
PWY-5921	L-glutamine biosynthesis II (tRNA-dependent)	2	2	114
PWY490-4	asparagine biosynthesis III (tRNA-dependent)	3	2	109
PWY-6854	ethylene biosynthesis III (microbes)	6	3	46
PWY-2781	cis-zeatin biosynthesis	5	1	27
PWY-6303	methyl indole-3-acetate interconversion	2	1	23
TRPIAACAT-PWY	tryptophan degradation VII (via indole-3-pyruvate)	3	1	5
PWY-581	indole-3-acetate biosynthesis II	14	4	113
PWY-699	brassinosteroid biosynthesis I	22	1	15
PWY-2582	brassinosteroid biosynthesis II	21	1	15
PWY66-375	leukotriene biosynthesis	6	3	132
PWY66-381	glucocorticoid biosynthesis	5	1	13
PWY66-382	mineralocorticoid biosynthesis	6	1	13
PWY-6030	serotonin and melatonin biosynthesis	4	2	18
PWY66-380	estrogen biosynthesis	8	7	26
PWY66-378	androgen biosynthesis	6	1	15
PWY-5630	penicillin K biosynthesis	1	1	1
PWY-7106	erythromycin D biosynthesis	4	1	26
PWY-6324	rebeccamycin biosynthesis	6	2	9
PWY-5629	isopenicillin N biosynthesis	2	1	1
PWY1A0-6325	actinorhodin biosynthesis	12	2	82
PWY-6322	phosphinothricin tripeptide biosynthesis	19	4	6
PWY-5940	streptomycin biosynthesis	19	5	110
PWY-6362	1D-myo-inositol hexakisphosphate biosynthesis II (mammalian)	5	1	1
PWY-2301	myo-inositol biosynthesis	2	2	74
PWY-6363	D-myo-inositol (1,4,5)-trisphosphate degradation	3	3	50
PWY-6351	D-myo-inositol (1,4,5)-trisphosphate biosynthesis	5	3	4
PWY-6364	D-myo-inositol (1,3,4)-trisphosphate biosynthesis	3	1	1
PWY-5133	cohumulone biosynthesis	4	1	3
PWY-5808	hyperforin and adhyperforin biosynthesis	6	1	3
PWY-5132	humulone biosynthesis	4	2	3
PWY-5810	usnate biosynthesis	4	1	5
PWY-6316	aromatic polyketides biosynthesis	2	1	20
PWY-6627	salinosporamide A biosynthesis	15	3	64
PWY-735	jasmonic acid biosynthesis	19	15	315
PWY-5317	hyoscyamine and scopolamine biosynthesis	8	1	3
PWY-6133	(S)-reticuline biosynthesis II	7	2	13
PWY-3581	(S)-reticuline biosynthesis I	11	3	30
PWY-5287	sanguinarine and macarpine biosynthesis	15	1	16
PWY-5270	morphine biosynthesis	13	1	1
PWY-5403	betaxanthin biosynthesis (via dopamine)	2	1	16
PWY-5710	capsaicin biosynthesis	6	3	30
PWY-5	canavanine biosynthesis	4	3	112
PWY-5301	ajmaline and sarpagine biosynthesis	18	2	4
PWY-6098	diploterol and cycloartenol biosynthesis	4	1	21
PWY-7072	hopanoid biosynthesis (bacteria)	11	1	21
PWY-6650	juvenile hormone III biosynthesis II	5	2	117
PWY-695	abscisic acid biosynthesis	5	1	3
PWY-5397	crocetin biosynthesis	3	1	3
PWY-6681	neurosporaxanthin biosynthesis	7	1	16
PWY-5943	beta-carotene biosynthesis	2	2	3
PWY-5947	lutein biosynthesis	3	1	2
PWY-6286	spheroidene and spheroidenone biosynthesis	6	1	3
PWY-5288	astaxanthin biosynthesis	10	2	3
PWY-5944	zeaxanthin biosynthesis	2	1	1
PWY-6279	myxol-2' fucoside biosynthesis	5	1	1
PWY-5928	(4R)-carvone biosynthesis	3	1	24
PWY-6436	perillyl alcohol biosynthesis	5	1	24
PWY-3061	menthol biosynthesis	12	2	1
PWY-5829	geraniol and geranial biosynthesis	3	1	28
PWY-922	mevalonate pathway I	7	7	174
PWY-6174	mevalonate pathway II (archaea)	7	6	168
PWY-5135	xanthohumol biosynthesis	4	2	54
PWY-5152	leucodelphinidin biosynthesis	5	1	12
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	4	2	12
PWY-6401	hispidol biosynthesis	5	2	4
PWY-2464	maackiain biosynthesis	6	1	3
PWY-2463	medicarpin biosynthesis	4	1	3
PWY-6787	flavonoid biosynthesis (in equisetum)	10	1	20
PWY1F-FLAVSYN	flavonoid biosynthesis	5	2	54
PWY-5791	1,4-dihydroxy-2-naphthoate biosynthesis II (plants)	7	6	80
PWY-5168	ferulate and sinapate biosynthesis	4	1	9
PWY-3301	sinapate ester biosynthesis	5	1	2
PWY-5049	rosmarinic acid biosynthesis II	4	2	2
PWY-361	phenylpropanoid biosynthesis	15	5	54
PWY-5176	coumarin biosynthesis (via 2-coumarate)	5	1	72
PWY-6763	salicortin biosynthesis	11	3	32
PWY-6406	salicylate biosynthesis I	2	2	15
PWY-5665	vanilla biosynthesis	3	1	10
PWY-5751	phenylethanol biosynthesis	8	2	122
PWY-5826	hypoglycin biosynthesis	12	2	152
PWY-6802	salidroside biosynthesis	4	2	133
PWY-6795	diacylglyceryl-N,N,N-trimethylhomoserine biosynthesis	2	1	7
PWY-6644	fluoroacetate and fluorothreonine biosynthesis	6	2	104
PWY-6054	dimethylsulfoniopropionate biosynthesis I (Wollastonia)	3	1	69
PWY-6055	dimethylsulfoniopropionate biosynthesis II (Spartina)	4	1	69
PWY-6686	mannosylglucosylglycerate biosynthesis I	3	1	5
PWY-5656	mannosylglycerate biosynthesis I	2	1	1
PWY-7054	N-acetylglutaminylglutamine amide biosynthesis	2	1	42
PWY0-662	PRPP biosynthesis I	1	1	65
PWY-6154	autoinducer AI-2 biosynthesis II (Vibrio)	6	1	4
PWY1-3	polyhydroxybutyrate biosynthesis	3	3	117
PWY-6840	homoglutathione biosynthesis	2	1	40
PWY-5109	2-methylbutyrate biosynthesis	5	4	263
PWY-6936	seleno-amino acid biosynthesis	5	4	230
PWY0-1534	hydrogen sulfide biosynthesis	2	1	4
PWY-7052	cyanophycin metabolism	5	3	7
PWY-5670	epoxysqualene biosynthesis	3	2	13
PWY-6622	heptadecane biosynthesis	4	1	2
PWY-7032	alkane biosynthesis I	4	1	2
PWY-7035	(Z)-9-tricosene biosynthesis	3	1	199
PWY-6116	mannosylfructose biosynthesis	2	2	6
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	dolichyl-diphosphooligosaccharide biosynthesis	15	3	73
PWY-6566	chondroitin and dermatan biosynthesis	3	1	1
PWY-6558	heparan sulfate biosynthesis (late stages)	12	2	2
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	3	3	172
PWY-622	starch biosynthesis	6	5	287
PWY-5067	glycogen biosynthesis II (from UDP-D-Glucose)	5	3	115
PWY-2622	trehalose biosynthesis IV	1	1	89
PWY-5983	trehalose biosynthesis VI	1	1	14
TRESYN-PWY	trehalose biosynthesis I	2	2	50
PWY-2661	trehalose biosynthesis V	3	3	81
PWY-5985	trehalose biosynthesis VII	1	1	2
TREHALOSESYN-PWY	trehalose biosynthesis III	2	2	14
PWY-881	trehalose biosynthesis II	2	2	14
PWY-5530	sorbitol biosynthesis II	3	3	39
PWY-5054	sorbitol biosynthesis I	3	2	73
PWY-5659	GDP-mannose biosynthesis	4	4	217
PWY-6139	CMP-N-acetylneuraminate biosynthesis II (bacteria)	3	3	38
PWY-6138	CMP-N-acetylneuraminate biosynthesis I (eukaryotes)	5	3	30
PWY-6143	CMP-pseudaminate biosynthesis	6	2	3
DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	4	4	206
GDPRHAMSYN-PWY	GDP-D-rhamnose biosynthesis	2	2	45
PWY-3261	UDP-L-rhamnose biosynthesis	2	1	1
PWY-1269	CMP-KDO biosynthesis I	4	4	100
PWY-4821	UDP-D-xylose and UDP-D-glucuronate biosynthesis	2	2	124
PWY-66	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	2	2	83
PWY-4861	UDP-D-galacturonate biosynthesis I (from UDP-D-glucuronate)	1	1	16
PWY-63	UDP-L-arabinose biosynthesis I (from UDP-xylose)	1	1	5
PWY-5833	CDP-3,6-dideoxyhexose biosynthesis	3	3	23
PWY-5739	GDP-alpha-D-perosamine biosynthesis	2	2	50
PWY-5834	CDP-tyvelose biosynthesis	2	1	13
PWY-6	GDP-L-fucose biosynthesis II (from L-fucose)	2	1	1
PWY-6478	GDP-D-glycero-alpha-D-manno-heptose biosynthesis	4	2	14
PWY-3821	galactose degradation III	6	5	282
PWY0-1241	ADP-L-glycerobeta-D-mannoheptose biosynthesis	5	4	57
PWY-82	UDP-L-arabinose biosynthesis II (from L-arabinose)	2	1	3
GLUCONEO-PWY	gluconeogenesis I	13	13	912
PWY66-399	gluconeogenesis III	13	12	731
PWY-1001	cellulose biosynthesis	1	1	10
GLYCOCAT-PWY	glycogen degradation I	7	7	303
SUCSYN-PWY	sucrose biosynthesis	10	9	415
PWY-862	fructan degradation	3	1	4
CALVIN-PWY	Calvin-Benson-Bassham cycle	13	11	526
PWY-6724	starch degradation II	9	3	56
PWY-842	starch degradation I	10	7	321
PWY-6333	acetaldehyde biosynthesis I	2	1	131
PWY-5782	2-keto-L-gulonate biosynthesis	4	2	15
TRNA-CHARGING-PWY	tRNA charging	20	20	1786
PWY-7206	pyrimidine deoxyribonucleotides dephosphorylation	3	2	54
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	4	3	67
PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	9	7	385
PWY-6545	pyrimidine deoxyribonucleotides de novo biosynthesis III	9	7	373
PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	8	7	343
PWY-6805	cellulose degradation I (cellulosome)	8	2	57
PWY-1121	suberin monomers biosynthesis	15	3	54
PWY-6603	dicranin biosynthesis	4	1	14
LIPASYN-PWY	phospholipases	5	3	23
PWY-6502	oxidized GTP and dGTP detoxification	4	1	27

