ReadName	ReadLength	EReversevalue	AlignmentLength	Begin	End	Strand	Identity	ReferenceSequenceName	Begin	End
HISWH7H02G0KTS	429nt	4.5eNegative05	59	268	326	Positive	79.66	UCD_contig_1	3080858	3080916
HISWH7H02G2IFX	534nt	2.5eNegative11	49	523	475	Negative	89.80	UCD_contig_1	879914	879962
HISWH7H02IDBJK	672nt	1.3eNegative21	265	71	335	Positive	73.21	UCD_contig_1	3407046	3407310
HISWH7H02FVIC4	558nt	1.3eNegative13	131	23	153	Positive	76.34	UCD_contig_1	387889	388019
HISWH7H02IT1A7	497nt	6.2eNegative12	50	93	142	Positive	90.00	UCD_contig_1	879913	879962
HISWH7H02HTN6H	550nt	1.0eNegative21	97	261	165	Negative	84.54	UCD_contig_1	2122570	2122666
HISWH7H02JI5SV	454nt	1.6eNegative23	82	149	68	Negative	89.02	UCD_contig_1	1049946	1050027
HISWH7H02GYYL8	519nt	1.3eNegative09	73	444	372	Negative	80.82	UCD_contig_1	1631810	1631882
HISWH7H02J2RCL	315nt	2.4eNegative17	215	100	314	Positive	73.49	UCD_contig_1	3248112	3248326
HISWH7H02J2RCL	315nt	7.8eNegative10	208	100	307	Positive	71.63	UCD_contig_1	3378933	3379140
HISWH7H02J2RCL	315nt	1.1eNegative34	215	314	100	Negative	78.14	UCD_contig_1	1516602	1516816
HISWH7H02HDPOY	570nt	6.4eNegative16	198	25	222	Positive	73.74	UCD_contig_1	387825	388022
HISWH7H02IUPVC	526nt	5.4eNegative20	136	133	268	Positive	78.68	UCD_contig_1	387885	388020
HISWH7H02F4G5I	595nt	6.7eNegative16	69	164	96	Negative	86.96	UCD_contig_1	882980	883048
HISWH7H02GPZ2J	513nt	9.1eNegative11	51	473	423	Negative	88.24	UCD_contig_1	1404708	1404758
HISWH7H02GM65X	468nt	1.3eNegative05	48	288	241	Negative	83.33	UCD_contig_1	2312998	2313045
HISWH7H02FFQRL	432nt	1.1eNegative09	49	113	161	Positive	87.76	UCD_contig_1	879208	879256
HISWH7H02G3MKA	667nt	3.4eNegative22	221	406	626	Positive	75.23	UCD_contig_1	1516594	1516815
HISWH7H02G3MKA	667nt	1.5eNegative13	101	623	523	Negative	80.39	UCD_contig_1	2036841	2036942
HISWH7H02FUV7M	628nt	1.1eNegative10	60	488	429	Negative	85.00	UCD_contig_1	1421353	1421412
HISWH7H02IO450	394nt	3.7eNegative09	63	81	19	Negative	82.54	UCD_contig_1	1544346	1544408
HISWH7H02GT8M3	489nt	3.3eNegative10	101	232	332	Positive	77.23	UCD_contig_1	1190822	1190922
HISWH7H02F4XY1	495nt	8.8eNegative11	69	157	225	Positive	82.61	UCD_contig_1	2015666	2015734
HISWH7H02F4XY1	495nt	2.3eNegative11	61	189	129	Negative	85.25	UCD_contig_1	487197	487257
HISWH7H02G6MKG	466nt	7.1eNegative04	144	319	462	Positive	71.53	UCD_contig_1	253088	253231
HISWH7H02JWHH2	607nt	6.5eNegative05	56	28	83	Positive	80.36	UCD_contig_1	1264310	1264365
HISWH7H02JHTC6	443nt	1.2eNegative05	54	333	386	Positive	81.48	UCD_contig_1	2112299	2112352
HISWH7H02JGE1W	480nt	1.6eNegative79	281	470	190	Negative	84.70	UCD_contig_1	915011	915291
HISWH7H02JT1VU	452nt	1.5eNegative12	132	430	299	Negative	75.76	UCD_contig_1	1635250	1635381
HISWH7H02I2BJK	495nt	2.6eNegative07	60	207	148	Negative	81.67	UCD_contig_1	1684433	1684492
HISWH7H02HWVPI	444nt	7.9eNegative11	210	381	172	Negative	71.90	UCD_contig_1	1135549	1135758
HISWH7H02GIREK	316nt	2.4eNegative17	134	129	262	Positive	77.61	UCD_contig_1	1629773	1629906
HISWH7H02JA406	482nt	3.6eNegative06	46	140	95	Negative	84.78	UCD_contig_1	310651	310696
HISWH7H02IGCK8	489nt	2.3eNegative11	88	179	266	Positive	79.55	UCD_contig_1	283016	283103
HISWH7H02FM3ZC	674nt	4.6eNegative10	44	575	532	Negative	90.91	UCD_contig_1	991669	991712
HISWH7H02HIF7L	534nt	5.5eNegative20	88	3	90	Positive	85.23	UCD_contig_1	1190843	1190930
HISWH7H02ILUIQ	569nt	5.5eNegative09	48	91	138	Positive	87.50	UCD_contig_1	2111669	2111716
HISWH7H02FS5VE	472nt	8.4eNegative11	63	170	232	Positive	84.13	UCD_contig_1	3382714	3382776
HISWH7H02HXW5R	482nt	1.4eNegative05	66	343	408	Positive	80.60	UCD_contig_1	1766262	1766328
HISWH7H02F4VNM	356nt	6.2eNegative11	66	71	136	Positive	83.33	UCD_contig_1	2190954	2191019
HISWH7H02F4VNM	356nt	6.2eNegative11	60	76	135	Positive	85.00	UCD_contig_1	2316635	2316694
HISWH7H02F4VNM	356nt	1.2eNegative38	270	298	29	Negative	76.67	UCD_contig_1	1190702	1190971
HISWH7H02JT6OL	580nt	1.1eNegative06	47	536	490	Negative	85.11	UCD_contig_1	1159030	1159076
HISWH7H02GRL28	514nt	3.5eNegative10	98	263	360	Positive	77.55	UCD_contig_1	290794	290891
HISWH7H02GOTNZ	465nt	7.0eNegative04	45	184	140	Negative	82.22	UCD_contig_1	362959	363003
HISWH7H02HMZ8A	528nt	3.9eNegative06	43	251	209	Negative	86.05	UCD_contig_1	3080060	3080102
HISWH7H02F3VUQ	505nt	5.4eNegative05	97	463	367	Negative	77.32	UCD_contig_1	1493236	1493330
HISWH7H02FOU1L	657nt	7.5eNegative16	90	514	425	Negative	83.52	UCD_contig_1	879303	879393
HISWH7H02JKFSQ	411nt	4.4eNegative31	296	4	299	Positive	74.32	UCD_contig_1	2121560	2121855
HISWH7H02JKFSQ	411nt	1.0eNegative09	130	171	300	Positive	74.62	UCD_contig_1	2122750	2122879
HISWH7H02IWSON	493nt	6.8eNegative08	61	184	244	Positive	81.97	UCD_contig_1	882132	882192
HISWH7H02J236E	425nt	1.1eNegative09	40	258	219	Negative	92.50	UCD_contig_1	1609314	1609353
HISWH7H02I54DK	519nt	2.6eNegative48	291	228	518	Positive	78.77	UCD_contig_1	1135061	1135351
HISWH7H02HJ3DI	593nt	5.5eNegative24	194	252	59	Negative	76.29	UCD_contig_1	387258	387451
HISWH7H02GJ8IH	485nt	7.5eNegative30	270	156	425	Positive	74.81	UCD_contig_1	2120179	2120448
HISWH7H02IUN5Z	292nt	8.5eNegative17	106	198	93	Negative	80.19	UCD_contig_1	3329551	3329656
HISWH7H02HLCN1	632nt	4.3eNegative10	65	621	557	Negative	84.85	UCD_contig_1	991092	991157
HISWH7H02FY5YB	345nt	4.9eNegative19	209	326	118	Negative	74.16	UCD_contig_1	398778	398986
HISWH7H02G0M9K	462nt	1.7eNegative08	125	329	453	Positive	74.40	UCD_contig_1	997542	997666
HISWH7H02FZS4H	250nt	1.1eNegative11	113	229	117	Negative	77.88	UCD_contig_1	882937	883048
HISWH7H02H9UQR	638nt	1.9eNegative16	73	524	452	Negative	86.30	UCD_contig_1	984806	984878
HISWH7H02JR0KP	432nt	6.5eNegative04	51	145	95	Negative	80.39	UCD_contig_1	2685026	2685076
HISWH7H02HOOQ0	545nt	1.3eNegative13	113	114	226	Positive	77.88	UCD_contig_1	1601684	1601796
HISWH7H02JL0IF	697nt	2.6eNegative08	50	97	48	Negative	86.00	UCD_contig_1	961058	961107
HISWH7H02GTE8Z	493nt	1.4eNegative05	63	453	391	Negative	79.37	UCD_contig_1	1406011	1406073
HISWH7H02F37V3	502nt	2.6eNegative07	48	474	427	Negative	85.42	UCD_contig_1	302248	302295
HISWH7H02GZN8F	485nt	3.7eNegative32	331	27	357	Positive	73.72	UCD_contig_1	1629982	1630312
HISWH7H02JGW0G	268nt	2.2eNegative28	168	229	62	Negative	79.17	UCD_contig_1	2783969	2784136
HISWH7H02F62EQ	569nt	1.0eNegative10	78	82	159	Positive	80.77	UCD_contig_1	687954	688031
HISWH7H02IUDCC	429nt	2.9eNegative10	80	344	423	Positive	80.00	UCD_contig_1	1735363	1735442
HISWH7H02HVFK7	638nt	8.8eNegative08	241	280	520	Positive	71.07	UCD_contig_1	897427	897668
HISWH7H02HVFK7	638nt	1.1eNegative10	63	274	336	Positive	84.13	UCD_contig_1	961245	961307
HISWH7H02F90EJ	440nt	8.6eNegative07	53	325	377	Positive	83.02	UCD_contig_1	439771	439823
HISWH7H02HADVK	509nt	3.3eNegative25	208	157	364	Positive	75.96	UCD_contig_1	1197400	1197607
HISWH7H02HADVK	509nt	3.2eNegative40	213	158	370	Positive	79.81	UCD_contig_1	2092622	2092834
HISWH7H02HADVK	509nt	5.8eNegative42	204	361	158	Negative	80.88	UCD_contig_1	1019577	1019780
HISWH7H02HP9BK	567nt	1.0eNegative10	291	234	524	Positive	70.45	UCD_contig_1	718896	719186
HISWH7H02GMQZQ	590nt	1.5eNegative09	52	103	154	Positive	86.54	UCD_contig_1	3080338	3080389
HISWH7H02H97LZ	169nt	8.2eNegative08	57	166	110	Negative	82.46	UCD_contig_1	1516594	1516650
HISWH7H02HPHMI	496nt	6.5eNegative23	138	426	289	Negative	79.71	UCD_contig_1	1961516	1961653
HISWH7H02HEIVW	558nt	2.2eNegative19	156	275	120	Negative	76.92	UCD_contig_1	2909541	2909696
HISWH7H02HMKDF	665nt	1.9eNegative05	60	288	347	Positive	80.00	UCD_contig_1	1168576	1168635
HISWH7H02FJEI6	512nt	2.1eNegative04	52	132	183	Positive	80.77	UCD_contig_1	232865	232916
HISWH7H02HXE35	268nt	5.1eNegative07	59	266	208	Negative	81.36	UCD_contig_1	2092751	2092809
HISWH7H02H41CH	406nt	6.5eNegative15	142	15	156	Positive	76.06	UCD_contig_1	882907	883048
HISWH7H02H1O3J	445nt	3.0eNegative10	83	304	386	Positive	79.52	UCD_contig_1	3248278	3248360
HISWH7H02H1O3J	445nt	2.3eNegative07	45	291	335	Positive	86.67	UCD_contig_1	2036990	2037034
HISWH7H02H1O3J	445nt	1.2eNegative20	302	443	142	Negative	72.19	UCD_contig_1	1516511	1516812
HISWH7H02H1O3J	445nt	1.2eNegative05	45	348	304	Negative	84.44	UCD_contig_1	1587960	1588004
HISWH7H02JCP6A	479nt	3.2eNegative10	47	409	455	Positive	89.36	UCD_contig_1	1762839	1762885
HISWH7H02GOG62	659nt	4.5eNegative10	83	133	215	Positive	79.52	UCD_contig_1	3406673	3406755
HISWH7H02JWA84	409nt	1.9eNegative11	169	24	192	Positive	74.12	UCD_contig_1	879191	879360
HISWH7H02IN8T3	500nt	1.5eNegative16	242	475	234	Negative	73.14	UCD_contig_1	1313714	1313954
HISWH7H02H5MBA	432nt	8.4eNegative07	44	295	338	Positive	86.36	UCD_contig_1	2035103	2035146
HISWH7H02JHP9N	416nt	7.3eNegative11	57	123	179	Positive	85.96	UCD_contig_1	2135566	2135622
HISWH7H02HL3BY	552nt	2.9eNegative33	205	229	25	Negative	79.61	UCD_contig_1	897431	897635
HISWH7H02HL3BY	552nt	8.1eNegative19	125	229	105	Negative	79.20	UCD_contig_1	961255	961379
HISWH7H02HL3BY	552nt	3.1eNegative18	73	154	82	Negative	87.67	UCD_contig_1	1741541	1741613
HISWH7H02HL3BY	552nt	2.9eNegative07	126	229	104	Negative	73.81	UCD_contig_1	898422	898547
HISWH7H02F6UE0	541nt	1.8eNegative12	69	238	170	Negative	84.06	UCD_contig_1	3247930	3247998
HISWH7H02IMYSB	581nt	1.6eNegative05	72	307	236	Negative	77.78	UCD_contig_1	1338905	1338976
HISWH7H02G5IJQ	491nt	4.7eNegative09	57	490	434	Negative	84.21	UCD_contig_1	882992	883048
HISWH7H02JRIHW	362nt	1.2eNegative12	90	91	2	Negative	80.00	UCD_contig_1	1035093	1035182
HISWH7H02GV64B	345nt	1.0eNegative16	97	73	169	Positive	81.44	UCD_contig_1	1509496	1509592
HISWH7H02F0SPA	465nt	2.2eNegative11	52	117	66	Negative	88.46	UCD_contig_1	1453239	1453290
HISWH7H02H0U74	403nt	2.1eNegative07	48	174	221	Positive	85.42	UCD_contig_1	512577	512624
HISWH7H02G7SJM	475nt	6.5eNegative08	61	300	360	Positive	81.97	UCD_contig_1	1421329	1421389
HISWH7H02IKAQ3	567nt	6.0eNegative05	74	211	284	Positive	77.03	UCD_contig_1	2880204	2880277
HISWH7H02IXCCE	505nt	5.5eNegative31	146	151	6	Negative	82.19	UCD_contig_1	2218226	2218371
HISWH7H02JCJ1X	480nt	2.5eNegative07	60	177	236	Positive	81.67	UCD_contig_1	386976	387035
HISWH7H02H1HPR	513nt	1.7eNegative12	147	6	152	Positive	74.83	UCD_contig_1	1035090	1035236
HISWH7H02HH6PM	552nt	4.1eNegative06	40	7	46	Positive	87.50	UCD_contig_1	723786	723825
HISWH7H02I5WPH	377nt	3.6eNegative09	87	277	191	Negative	78.16	UCD_contig_1	1098829	1098915
HISWH7H02F1HXY	519nt	9.2eNegative11	84	255	338	Positive	79.76	UCD_contig_1	1197503	1197586
HISWH7H02F3NDK	534nt	1.9eNegative08	65	171	235	Positive	81.54	UCD_contig_1	2650690	2650754
HISWH7H02HCN6S	519nt	2.0eNegative19	69	185	117	Negative	89.86	UCD_contig_1	1592522	1592590
HISWH7H02F8GWA	520nt	6.2eNegative27	382	510	129	Negative	71.99	UCD_contig_1	1035318	1035699
HISWH7H02HSDJ6	425nt	2.8eNegative10	44	235	278	Positive	90.91	UCD_contig_1	2620379	2620422
HISWH7H02FO59M	472nt	1.5eNegative12	48	329	282	Negative	91.67	UCD_contig_1	3305580	3305627
HISWH7H02FO59M	472nt	4.5eNegative09	45	329	285	Negative	88.89	UCD_contig_1	2336695	2336739
HISWH7H02GAWUH	549nt	2.0eNegative08	47	458	412	Negative	87.23	UCD_contig_1	386989	387035
HISWH7H02IGZHO	436nt	6.6eNegative04	48	165	212	Positive	81.25	UCD_contig_1	1031269	1031316
HISWH7H02IGZHO	436nt	1.7eNegative04	52	216	165	Negative	80.77	UCD_contig_1	700760	700811
HISWH7H02HN5F2	617nt	1.6eNegative09	103	553	451	Negative	76.70	UCD_contig_1	1072680	1072782
HISWH7H02G92JX	464nt	3.4eNegative06	46	388	343	Negative	84.78	UCD_contig_1	2317842	2317887
HISWH7H02FIQIU	599nt	2.2eNegative08	90	340	429	Positive	80.22	UCD_contig_1	1904290	1904379
HISWH7H02HHG5W	542nt	4.1eNegative32	214	73	286	Positive	77.57	UCD_contig_1	1019567	1019780
HISWH7H02HHG5W	542nt	2.5eNegative26	222	294	73	Negative	75.68	UCD_contig_1	2092614	2092835
HISWH7H02HHG5W	542nt	1.8eNegative12	90	162	73	Negative	80.00	UCD_contig_1	1197525	1197614
HISWH7H02JKBTX	646nt	9.9eNegative04	40	343	382	Positive	88.37	UCD_contig_1	2376680	2376722
HISWH7H02F47FT	499nt	2.3eNegative11	43	55	97	Positive	93.02	UCD_contig_1	3064091	3064133
HISWH7H02F5CH4	526nt	1.0eNegative06	62	397	336	Negative	80.65	UCD_contig_1	2218235	2218296
HISWH7H02JRW0D	333nt	9.7eNegative17	70	77	8	Negative	87.14	UCD_contig_1	879179	879248
HISWH7H02JOWKD	559nt	7.0eNegative12	66	479	544	Positive	86.36	UCD_contig_1	1622301	1622365
HISWH7H02JIUWA	448nt	8.9eNegative33	167	186	20	Negative	80.84	UCD_contig_1	898440	898606
HISWH7H02G51SN	560nt	9.6eNegative26	185	114	298	Positive	77.30	UCD_contig_1	1741415	1741599
HISWH7H02IRVRG	461nt	2.4eNegative07	57	74	130	Positive	82.46	UCD_contig_1	2905746	2905802
HISWH7H02GU6XF	572nt	1.2eNegative17	160	544	385	Negative	76.88	UCD_contig_1	2135788	2135946
HISWH7H02FWN72	557nt	9.9eNegative11	51	288	338	Positive	88.24	UCD_contig_1	879310	879360
HISWH7H02HDF07	643nt	1.7eNegative20	146	157	302	Positive	78.08	UCD_contig_1	400577	400722
HISWH7H02HC5J9	642nt	5.6eNegative13	61	413	473	Positive	86.89	UCD_contig_1	962313	962373
HISWH7H02IHP66	556nt	4.0eNegative21	129	502	374	Negative	79.84	UCD_contig_1	897503	897631
HISWH7H02IHP66	556nt	2.0eNegative08	110	556	447	Negative	75.45	UCD_contig_1	961273	961382
HISWH7H02IHP66	556nt	9.9eNegative11	51	502	452	Negative	88.24	UCD_contig_1	1741538	1741588
HISWH7H02JEWO0	399nt	9.1eNegative14	71	281	211	Negative	84.51	UCD_contig_1	1636275	1636345
HISWH7H02FUOCH	522nt	2.7eNegative07	60	520	461	Negative	83.61	UCD_contig_1	3341563	3341623
HISWH7H02GVHBK	502nt	6.9eNegative08	79	271	349	Positive	78.48	UCD_contig_1	1404680	1404758
HISWH7H02J0R3D	423nt	5.0eNegative27	335	345	11	Negative	73.13	UCD_contig_1	1914358	1914691
HISWH7H02G9KGY	533nt	2.7eNegative22	257	229	485	Positive	73.54	UCD_contig_1	283000	283256
HISWH7H02JH7JO	352nt	1.1eNegative27	246	103	348	Positive	75.61	UCD_contig_1	1629748	1629992
HISWH7H02GXH47	462nt	1.2eNegative09	61	29	89	Positive	83.61	UCD_contig_1	487197	487257
HISWH7H02G4H06	611nt	6.6eNegative31	309	472	164	Negative	74.60	UCD_contig_1	305496	305804
HISWH7H02F28BX	457nt	1.2eNegative09	67	283	349	Positive	82.09	UCD_contig_1	1421346	1421412
HISWH7H02FYK75	510nt	1.3eNegative09	85	361	277	Negative	78.82	UCD_contig_1	984809	984893
HISWH7H02IX7AZ	585nt	3.1eNegative07	51	204	254	Positive	84.31	UCD_contig_1	1010786	1010836
HISWH7H02GKLRF	505nt	6.7eNegative23	231	355	125	Negative	74.46	UCD_contig_1	2337117	2337347
HISWH7H02GKLRF	505nt	6.3eNegative12	218	355	138	Negative	72.02	UCD_contig_1	3306005	3306222
HISWH7H02G9JB7	430nt	4.1eNegative09	87	300	386	Positive	78.16	UCD_contig_1	723477	723563
HISWH7H02G9JB7	430nt	2.9eNegative10	53	300	352	Positive	86.79	UCD_contig_1	1190874	1190926
HISWH7H02G9JB7	430nt	6.5eNegative04	81	267	347	Positive	75.31	UCD_contig_1	3305608	3305688
HISWH7H02G9JB7	430nt	4.1eNegative09	54	353	300	Negative	85.19	UCD_contig_1	3169246	3169299
HISWH7H02GK3GU	436nt	3.2eNegative06	79	232	310	Positive	77.22	UCD_contig_1	3006726	3006804
HISWH7H02I2EEF	390nt	7.8eNegative59	290	291	2	Negative	80.00	UCD_contig_1	1036762	1037051
HISWH7H02G1JGF	428nt	4.8eNegative16	72	69	140	Positive	86.11	UCD_contig_1	2534288	2534359
HISWH7H02G1JGF	428nt	8.9eNegative18	72	69	140	Positive	87.50	UCD_contig_1	2752216	2752287
HISWH7H02G1JGF	428nt	1.8eNegative15	122	190	69	Negative	77.87	UCD_contig_1	3048121	3048242
HISWH7H02HXZ3G	562nt	1.7eNegative16	70	50	119	Positive	87.14	UCD_contig_1	879179	879248
HISWH7H02IMF6D	598nt	1.6eNegative20	137	393	529	Positive	78.83	UCD_contig_1	1105629	1105765
HISWH7H02IMF6D	598nt	2.3eNegative19	144	529	386	Negative	77.78	UCD_contig_1	718557	718700
HISWH7H02H938Q	514nt	6.4eNegative12	68	173	240	Positive	83.82	UCD_contig_1	3006939	3007006
HISWH7H02I0X40	497nt	1.4eNegative05	87	257	343	Positive	75.86	UCD_contig_1	1516732	1516818
HISWH7H02I0X40	497nt	3.7eNegative06	49	359	311	Negative	83.67	UCD_contig_1	3378915	3378963
HISWH7H02JR7SX	239nt	2.9eNegative12	117	118	234	Positive	77.78	UCD_contig_1	897431	897546
HISWH7H02JR7SX	239nt	9.8eNegative16	117	118	234	Positive	79.49	UCD_contig_1	961255	961370
HISWH7H02JR7SX	239nt	5.3eNegative14	53	182	234	Positive	90.57	UCD_contig_1	1741529	1741581
HISWH7H02IZT5A	392nt	2.9eNegative06	43	113	155	Positive	86.05	UCD_contig_1	830094	830136
HISWH7H02HJSP2	490nt	9.2eNegative22	196	171	366	Positive	75.51	UCD_contig_1	879649	879844
HISWH7H02HOTCC	598nt	2.4eNegative04	40	381	342	Negative	85.00	UCD_contig_1	635522	635561
HISWH7H02GU1L2	519nt	4.5eNegative13	55	510	456	Negative	89.09	UCD_contig_1	2078121	2078175
HISWH7H02HLZUE	592nt	4.7eNegative17	143	393	251	Negative	76.92	UCD_contig_1	387885	388027
HISWH7H02F8ZC1	530nt	3.9eNegative06	64	247	184	Negative	79.69	UCD_contig_1	3093946	3094009
HISWH7H02H5D6H	608nt	2.5eNegative04	55	221	275	Positive	80.00	UCD_contig_1	2830445	2830499
HISWH7H02JNO9I	483nt	1.8eNegative34	459	20	478	Positive	72.61	UCD_contig_1	2526034	2526492
HISWH7H02F94H8	427nt	1.3eNegative16	142	238	97	Negative	76.76	UCD_contig_1	882907	883048
HISWH7H02HHSQL	324nt	1.4eNegative15	80	171	250	Positive	83.75	UCD_contig_1	1735363	1735442
HISWH7H02GWYK2	443nt	3.0eNegative10	50	152	201	Positive	88.00	UCD_contig_1	571907	571956
HISWH7H02GWYK2	443nt	2.3eNegative07	42	152	193	Positive	88.10	UCD_contig_1	927232	927273
HISWH7H02GWYK2	443nt	2.3eNegative07	45	157	201	Positive	86.67	UCD_contig_1	2872018	2872062
HISWH7H02GWYK2	443nt	3.0eNegative10	47	198	152	Negative	89.36	UCD_contig_1	279235	279281
HISWH7H02HNRU4	701nt	2.3eNegative12	75	523	597	Positive	82.67	UCD_contig_1	2100856	2100930
HISWH7H02IO2K8	532nt	7.3eNegative08	118	128	245	Positive	74.58	UCD_contig_1	3406893	3407010
HISWH7H02GKQSA	657nt	9.7eNegative19	148	329	476	Positive	78.67	UCD_contig_1	983386	983534
HISWH7H02GQ3FJ	446nt	1.0eNegative13	117	312	428	Positive	78.63	UCD_contig_1	879735	879850
HISWH7H02HTTM5	426nt	6.4eNegative04	45	304	260	Negative	82.22	UCD_contig_1	633655	633699
HISWH7H02IJURY	526nt	4.1eNegative17	137	478	342	Negative	77.37	UCD_contig_1	3378998	3379134
HISWH7H02IJURY	526nt	2.7eNegative07	60	401	342	Negative	81.67	UCD_contig_1	2191104	2191163
HISWH7H02IJURY	526nt	1.2eNegative13	137	478	342	Negative	75.91	UCD_contig_1	2213239	2213375
HISWH7H02HPWYM	620nt	8.6eNegative08	61	343	403	Positive	81.97	UCD_contig_1	833689	833749
HISWH7H02FGY3U	144nt	9.8eNegative07	40	31	70	Positive	87.50	UCD_contig_1	3193798	3193837
HISWH7H02JRBGM	354nt	8.9eNegative10	118	158	275	Positive	75.42	UCD_contig_1	1420714	1420831
HISWH7H02FKG28	275nt	5.6eNegative18	135	102	236	Positive	77.78	UCD_contig_1	3248111	3248245
HISWH7H02FKG28	275nt	3.9eNegative19	174	275	102	Negative	77.14	UCD_contig_1	1516644	1516817
HISWH7H02HHJDK	608nt	2.2eNegative08	50	1	50	Positive	86.00	UCD_contig_1	1730846	1730895
HISWH7H02FKX77	236nt	1.7eNegative06	43	158	200	Positive	86.05	UCD_contig_1	1421346	1421388
HISWH7H02F7OKH	416nt	1.5eNegative08	47	408	362	Negative	87.23	UCD_contig_1	723478	723524
HISWH7H02IGB5F	285nt	7.8eNegative06	48	58	105	Positive	83.33	UCD_contig_1	2121250	2121297
HISWH7H02IJCWU	351nt	2.6eNegative06	146	1	146	Positive	74.15	UCD_contig_1	2037013	2037158
HISWH7H02F11EO	471nt	2.0eNegative15	116	421	306	Negative	78.45	UCD_contig_1	879729	879844
HISWH7H02JU89R	380nt	1.4eNegative08	126	234	109	Negative	75.40	UCD_contig_1	1736105	1736229
HISWH7H02FR9TO	405nt	1.0eNegative09	50	302	351	Positive	90.00	UCD_contig_1	3365173	3365221
HISWH7H02FOJQB	486nt	1.2eNegative24	165	319	483	Positive	78.92	UCD_contig_1	920476	920641
HISWH7H02G0NSM	521nt	3.5eNegative10	62	25	86	Positive	83.87	UCD_contig_1	577804	577865
HISWH7H02JYO34	388nt	3.9eNegative20	301	324	24	Negative	72.09	UCD_contig_1	387721	388021
HISWH7H02HBKT6	666nt	7.1eNegative05	47	164	210	Positive	82.98	UCD_contig_1	984376	984422
HISWH7H02IR7Q3	551nt	8.5eNegative30	140	412	551	Positive	85.11	UCD_contig_1	397683	397821
HISWH7H02HXRBI	516nt	8.3eNegative15	49	516	468	Negative	93.88	UCD_contig_1	897507	897555
HISWH7H02HXRBI	516nt	5.8eNegative16	48	515	468	Negative	95.83	UCD_contig_1	961332	961379
HISWH7H02HXRBI	516nt	2.2eNegative15	50	516	467	Negative	94.00	UCD_contig_1	1741542	1741591
HISWH7H02H2KF4	510nt	2.8eNegative18	199	391	193	Negative	74.37	UCD_contig_1	1883606	1883804
HISWH7H02I2MQ2	516nt	6.4eNegative12	50	78	127	Positive	90.00	UCD_contig_1	2036834	2036883
HISWH7H02I2MQ2	516nt	2.1eNegative04	49	91	139	Positive	81.63	UCD_contig_1	898437	898485
HISWH7H02I2MQ2	516nt	5.5eNegative05	41	76	116	Positive	85.37	UCD_contig_1	377486	377526
HISWH7H02I2MQ2	516nt	3.8eNegative06	82	328	247	Negative	76.83	UCD_contig_1	1516569	1516650
HISWH7H02I2MQ2	516nt	4.1eNegative17	80	159	80	Negative	85.00	UCD_contig_1	1190843	1190922
HISWH7H02G2YHN	519nt	2.3eNegative26	132	330	461	Positive	81.82	UCD_contig_1	961245	961376
HISWH7H02H9SGP	514nt	1.4eNegative05	78	301	378	Positive	76.92	UCD_contig_1	232681	232758
HISWH7H02GA556	404nt	1.9eNegative11	127	127	1	Negative	75.59	UCD_contig_1	1616187	1616313
HISWH7H02J6I54	322nt	8.9eNegative06	90	115	26	Negative	75.56	UCD_contig_1	3143132	3143221
HISWH7H02GJGJI	455nt	1.6eNegative08	47	208	162	Negative	87.23	UCD_contig_1	2880231	2880277
HISWH7H02JCU0T	464nt	3.4eNegative06	40	19	58	Positive	87.50	UCD_contig_1	1452814	1452853
HISWH7H02GXU6N	537nt	3.6eNegative10	92	415	324	Negative	78.26	UCD_contig_1	983446	983537
HISWH7H02GPU8I	422nt	1.2eNegative05	42	111	152	Positive	85.71	UCD_contig_1	1264485	1264526
HISWH7H02JJI0R	454nt	1.6eNegative08	53	204	256	Positive	84.91	UCD_contig_1	2122190	2122242
HISWH7H02IOLKL	415nt	8.5eNegative152	415	415	1	Negative	88.92	UCD_contig_1	878810	879224
HISWH7H02JNYH5	503nt	8.9eNegative11	114	267	380	Positive	76.32	UCD_contig_1	387241	387354
HISWH7H02J1FK6	289nt	2.7eNegative09	51	148	198	Positive	86.27	UCD_contig_1	1629859	1629909
HISWH7H02GGPU6	535nt	1.7eNegative27	119	413	295	Negative	84.03	UCD_contig_1	2135822	2135940
HISWH7H02GK84C	394nt	1.9eNegative22	140	160	21	Negative	79.29	UCD_contig_1	1162996	1163135
HISWH7H02IIT9J	567nt	8.3eNegative19	323	24	346	Positive	71.52	UCD_contig_1	2382166	2382488
HISWH7H02I9H45	559nt	4.4eNegative17	110	174	65	Negative	80.00	UCD_contig_1	387752	387861
HISWH7H02GCQU0	401nt	4.9eNegative12	161	73	233	Positive	73.91	UCD_contig_1	387625	387785
HISWH7H02HE3PA	583nt	8.1eNegative08	46	1	46	Positive	86.96	UCD_contig_1	398983	399028
HISWH7H02IG42B	446nt	5.5eNegative12	44	252	295	Positive	93.18	UCD_contig_1	1190880	1190923
HISWH7H02GZFX2	535nt	8.1eNegative04	45	287	331	Positive	82.22	UCD_contig_1	1445097	1445141
HISWH7H02FLPQ3	581nt	1.7eNegative16	218	463	246	Negative	74.31	UCD_contig_1	353693	353907
HISWH7H02FGV57	373nt	1.7eNegative11	43	243	201	Negative	93.02	UCD_contig_1	395894	395936
HISWH7H02F3H6U	423nt	8.7eNegative18	249	423	175	Negative	72.69	UCD_contig_1	1135246	1135494
HISWH7H02GIBC5	651nt	2.3eNegative23	393	463	71	Negative	71.46	UCD_contig_1	1914123	1914518
